66	155
49	155
34	179
7	160
36	113
87	171
120	130
108	141
76	218
70	201
61	153
65	113
113	170
52	105
61	153
9	114
67	179
99	146
49	167
24	167
49	167
61	138
448	130
81	123
43	185
29	227
14	171
52	155
6	129
69	162
76	218
58	185
80	98
3	130
50	159
79	147
3	130
35	155
69	162
58	185
81	123
52	167
40	197
13	152
34	179
50	192
6	129
57	217
62	169
49	173
56	158
49	173
46	130
22	177
135	170
29	227
46	143
3	130
39	169
56	158
52	167
49	167
75	156
80	98
22	136
74	198
49	167
102	184
44	217
19	145
34	179
72	159
34	121
72	159
24	167
50	160
27	124
42	154
311	141
96	197
46	130
76	218
99	146
55	143
70	201
31	201
120	130
58	185
62	169
56	158
10	153
119	152
7	160
50	192
7	160
136	130
9	114
44	217
208	130
53	156
34	121
10	153
13	194
79	177
365	110
36	113
35	155
88	194
53	160
52	155
75	156
52	105
22	177
53	156
52	105
21	98
102	184
62	169
65	113
99	146
35	155
56	164
6	214
35	155
20	123
364	184
20	123
56	158
27	198
39	169
77	167
62	177
98	130
46	130
66	101
21	98
35	101
14	213
48	156
59	154
39	169
66	155
13	194
87	213
22	136
27	124
80	98
61	138
6	214
34	121
82	145
61	153
20	123
102	184
66	155
16	102
35	155
27	124
53	160
31	201
4	165
74	198
2	146
24	167
66	101
55	124
46	124
120	130
70	201
55	124
59	154
94	160
61	138
39	169
52	105
92	114
4	165
20	123
51	149
42	211
52	173
88	194
50	149
39	165
50	192
65	113
72	159
58	185
6	214
88	194
3	130
2	180
59	178
46	130
56	158
22	177
42	154
79	177
22	177
61	197
178	263
181	316
171	272
192	306
209	276
161	270
218	302
164	259
213	258
165	290
171	278
187	218
170	265
210	299
199	294
199	294
183	243
174	278
164	268
177	235
172	254
146	272
178	269
207	207
119	215
110	275
196	229
178	269
184	282
173	265
194	245
115	246
197	261
128	234
131	219
162	258
201	282
192	306
119	215
172	264
224	289
188	260
156	284
188	260
199	294
164	259
181	283
127	302
181	316
219	270
174	278
183	258
224	289
171	210
161	282
128	234
189	226
162	258
171	278
184	270
136	318
199	282
175	265
174	278
164	259
164	259
160	192
210	299
146	294
242	235
162	243
161	282
188	260
197	261
128	319
191	267
199	294
189	284
172	266
177	248
128	234
230	246
151	332
141	250
162	302
157	260
174	278
171	260
194	332
242	235
207	207
241	257
199	282
174	260
178	269
201	282
230	246
164	268
166	322
174	210
164	268
167	269
173	265
202	203
121	289
178	263
173	254
194	264
129	265
131	219
201	241
209	318
192	306
199	282
153	306
181	268
180	290
184	274
157	206
185	245
188	260
241	257
168	235
218	302
172	265
124	285
161	251
174	278
161	270
172	265
167	263
151	332
202	203
217	319
235	275
209	318
173	265
172	265
162	258
172	297
183	258
124	251
196	229
132	258
224	289
174	278
129	265
192	306
185	192
166	322
178	269
177	248
147	323
164	316
172	265
173	254
177	235
224	289
135	299
218	302
164	283
184	251
147	323
199	272
184	270
242	235
177	248
131	219
172	265
126	270
153	306
209	318
103	283
174	278
164	316
124	285
203	228
207	207
143	203
124	251
124	251
174	278
171	272
136	276
181	268
143	203
142	228
171	210
198	323
119	215
162	302
144	252
157	260
180	290
168	248
219	270
180	290
242	235
173	297
126	270
319	77
297	443
362	-0
331	61
310	53
327	53
340	392
317	16
360	103
407	28
339	68
350	41
315	74
310	53
347	54
408	54
294	5
330	39
326	51
290	56
334	19
338	25
333	34
319	77
375	47
333	34
276	46
330	39
370	21
324	223
309	426
324	345
365	53
407	28
327	22
367	12
380	331
314	32
332	93
327	22
317	103
337	121
336	32
383	5
351	16
320	38
349	73
298	29
376	70
330	39
336	36
310	23
317	35
276	46
330	30
308	264
334	19
355	55
343	6
334	6
327	22
349	14
331	61
291	6
339	25
328	14
333	34
312	43
310	53
338	25
353	484
368	485
360	16
322	55
310	53
276	46
290	22
312	53
327	45
337	31
273	34
312	43
360	103
375	47
295	36
327	53
328	29
380	472
319	77
339	25
357	38
302	89
383	5
383	90
354	31
353	345
308	325
349	14
298	29
350	22
383	90
396	17
351	16
309	135
347	54
326	16
307	21
330	30
314	32
312	65
346	61
344	34
350	45
367	12
333	40
351	16
344	40
408	54
317	103
341	36
301	70
273	34
390	60
351	313
317	16
327	53
339	68
337	31
310	12
302	47
330	30
327	45
310	23
376	70
365	65
304	286
319	77
367	53
314	32
287	60
308	369
386	6
370	21
276	46
328	29
310	23
373	451
333	40
351	388
340	43
334	19
337	31
276	46
281	17
273	34
314	32
383	5
338	35
273	34
347	30
328	14
324	191
380	489
349	14
328	73
396	17
341	32
269	54
317	103
367	12
404	34
343	19
294	90
332	93
312	53
338	36
396	17
404	34
304	359
340	31
408	54
334	19
337	31
350	53
375	47
317	103
310	23
385	41
360	16
337	31
339	25
315	-0
340	43
379	29
333	34
344	40
367	23
347	39
338	37
340	43
32	427
17	369
33	429
28	411
52	469
361	378
4	404
58	486
41	431
76	428
62	366
3	366
4	404
54	408
13	469
49	389
17	423
102	398
30	424
69	481
24	422
61	404
30	428
56	466
9	466
98	426
32	427
21	445
43	421
62	366
77	397
33	429
41	431
43	465
25	453
32	417
35	424
176	426
95	438
4	445
28	398
77	482
303	446
101	421
384	428
1	413
33	460
8	424
35	428
56	466
31	373
25	453
34	373
41	446
40	453
34	435
44	433
27	426
14	481
9	392
17	423
27	432
11	408
38	426
13	469
17	423
64	413
78	465
33	417
356	439
22	406
27	432
58	486
78	465
63	391
9	466
34	435
43	406
289	398
22	406
34	373
9	392
43	406
59	435
56	466
26	485
22	465
81	414
16	447
143	448
86	378
48	423
48	369
51	430
43	406
9	466
52	469
74	382
74	382
38	426
44	445
81	414
11	427
38	426
46	482
9	466
336	482
38	426
17	369
39	485
52	469
9	392
6	435
59	435
27	432
32	429
21	445
54	408
13	469
43	406
37	398
142	409
44	445
48	369
35	428
64	413
8	398
51	430
70	462
57	424
436	414
43	465
24	446
74	382
32	417
17	369
156	433
90	409
102	446
102	398
21	433
35	428
32	429
67	370
56	392
59	435
32	460
33	429
1	428
24	479
54	408
33	429
26	485
54	408
32	427
28	392
81	448
454	462
86	378
58	486
61	445
58	486
45	408
63	391
28	392
57	424
33	460
43	465
57	424
37	398
22	465
18	381
43	465
54	495
32	428
35	424
32	429
61	415
35	428
44	445
20	355
77	482
35	428
40	453
31	423
9	392
31	423
51	430
244	398
31	435
44	437
21	433
291	409
81	448
24	422
34	373
74	382
73	421
24	422
81	448
444	202
453	214
476	152
388	170
469	227
424	169
430	184
474	206
480	131
457	175
435	226
447	184
411	131
474	176
482	200
434	194
421	185
497	213
430	130
452	246
446	221
472	196
469	153
401	158
444	184
458	169
417	206
427	191
456	182
419	206
443	185
392	139
441	172
474	176
452	246
444	202
457	198
446	190
419	196
440	193
491	226
409	242
458	116
416	127
454	207
474	165
444	184
424	256
457	175
437	207
397	209
388	170
438	214
434	206
456	226
494	209
458	116
448	189
443	185
437	183
405	182
416	127
451	193
434	175
456	226
445	178
489	189
408	223
238	199
457	175
467	256
444	202
430	184
420	247
401	243
458	169
451	193
376	159
424	256
487	143
401	158
447	134
447	202
445	188
464	191
441	153
446	190
130	170
416	127
497	213
472	196
447	202
417	165
482	242
22	207
472	218
380	187
443	189
397	209
490	243
471	247
440	193
377	181
490	243
426	230
457	194
424	256
405	182
445	188
494	175
434	206
404	143
429	208
450	153
494	175
399	194
437	207
404	143
401	158
435	226
457	198
440	193
445	188
448	185
448	185
451	187
474	176
434	194
278	187
434	175
458	116
433	116
445	178
475	127
415	152
499	139
471	247
457	194
445	190
482	200
486	182
430	184
420	247
445	189
454	183
452	246
401	158
443	189
474	165
463	170
422	227
434	198
457	198
438	214
490	158
46	170
402	189
456	167
448	185
465	230
462	208
388	170
490	158
446	190
33	199
420	247
445	178
415	152
467	169
401	243
400	226
469	227
444	184
429	150
456	167
458	116
443	185
456	226
363	199
457	206
472	196
457	198
446	189
435	182
445	188
472	206
383	199
424	256
430	130
482	200
493	159
416	127
435	226
469	153
439	246
453	214
422	153
380	187
464	191
417	165
